Uuid,Void/Retire,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Data class,Data Type,_version:1,_order:60
78d5b3c4-6eeb-41d3-9068-c59018674c2a,,Ophthalmic ointment,Ophthalmic ointment,Ophthalmic ointment,Ophthalmic ointment,Misc,N/A,,
